Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX
2025-12-02 16:30:00+00:00,285.5400085449219,285.8800048828125,284.8299865722656,285.806396484375,1062249,639.25,641.5800170898438,638.2000122070312,641.1300048828125,228340,314.80999755859375,315.7850036621094,314.40008544921875,315.3450012207031,420747,234.39999389648438,235.283203125,233.5500030517578,234.94000244140625,1661554,107.91999816894531,107.9800033569336,107.58000183105469,107.6688003540039,488735
2025-12-02 16:45:00+00:00,285.80999755859375,285.94000244140625,285.1499938964844,285.1499938964844,550055,640.989990234375,642.75,640.780029296875,642.030029296875,181207,315.32000732421875,315.45989990234375,314.8500061035156,314.99249267578125,248292,234.88999938964844,235.54989624023438,234.8300018310547,235.0507049560547,747932,107.66000366210938,107.8864974975586,107.5199966430664,107.7959976196289,320797
2025-12-02 17:00:00+00:00,285.15130615234375,285.29998779296875,284.8299865722656,285.2200012207031,650647,642.0999755859375,644.4500122070312,641.9349975585938,644.4000244140625,206707,314.9822998046875,315.4150085449219,314.67999267578125,315.2491149902344,235880,234.99000549316406,235.77999877929688,234.9678955078125,235.75,632968,107.793701171875,108.05000305175781,107.7699966430664,108.03489685058594,478140
2025-12-02 17:15:00+00:00,285.2300109863281,285.9999084472656,285.17999267578125,285.8699951171875,584105,644.4000244140625,645.6199951171875,644.281005859375,644.8300170898438,231754,315.2300109863281,316.20001220703125,315.20001220703125,315.989990234375,281267,235.7449951171875,236.39999389648438,235.72999572753906,236.19000244140625,1047112,108.03500366210938,108.44999694824219,108.02179718017578,108.44999694824219,346524
2025-12-02 17:30:00+00:00,285.8800048828125,286.3399963378906,285.8800048828125,286.1568908691406,570585,644.864013671875,645.219970703125,644.3200073242188,644.644287109375,144755,316.010009765625,316.2200012207031,315.2250061035156,315.42999267578125,456527,236.1999969482422,236.32000732421875,235.60740661621094,235.6699981689453,547562,108.45999908447266,108.73999786376953,108.45149993896484,108.55500030517578,323061
2025-12-02 17:45:00+00:00,286.1700134277344,286.2049865722656,285.1600036621094,285.16351318359375,608764,644.5999755859375,645.155029296875,643.1699829101562,643.1699829101562,168542,315.42999267578125,315.55999755859375,314.57000732421875,314.57000732421875,228730,235.67999267578125,235.76499938964844,234.72999572753906,234.74000549316406,559992,108.55500030517578,108.76000213623047,108.55000305175781,108.5802001953125,348054
2025-12-02 18:00:00+00:00,285.1499938964844,285.4700012207031,285.04998779296875,285.1700134277344,868855,643.0999755859375,645.6599731445312,642.9000244140625,645.5250244140625,175365,314.5,315.8055114746094,314.45001220703125,315.44000244140625,238484,234.72999572753906,235.72000122070312,234.66600036621094,235.39999389648438,597620,108.58000183105469,109.01000213623047,108.55999755859375,108.875,353060
2025-12-02 18:15:00+00:00,285.17999267578125,285.3900146484375,284.94000244140625,285.2149963378906,677454,645.5250244140625,646.8900146484375,645.0700073242188,645.8900146484375,221009,315.42999267578125,316.70001220703125,315.3800048828125,316.5,351271,235.38999938964844,235.7100067138672,235.0493927001953,235.16000366210938,455871,108.87000274658203,109.16999816894531,108.87000274658203,108.95999908447266,3444463
2025-12-02 18:30:00+00:00,285.20001220703125,285.3299865722656,285.0150146484375,285.2200012207031,394427,645.7999877929688,646.2000122070312,644.510009765625,645.0700073242188,149307,316.42999267578125,316.82000732421875,316.05999755859375,316.568603515625,147559,235.14999389648438,235.33999633789062,234.5399932861328,234.90699768066406,459789,108.95500183105469,109.12000274658203,108.76000213623047,109.05000305175781,295872
2025-12-02 18:45:00+00:00,285.2200012207031,285.3999938964844,285.0150146484375,285.139892578125,440214,644.989990234375,646.3516235351562,644.7999877929688,646.3184814453125,117456,316.5,316.87200927734375,316.3399963378906,316.87200927734375,163523,234.8372039794922,234.9600067138672,234.6300048828125,234.72000122070312,352260,109.05000305175781,109.42500305175781,108.87000274658203,109.36000061035156,4200652
2025-12-02 19:00:00+00:00,285.1199951171875,286.0899963378906,285.1099853515625,285.9849853515625,723215,646.3049926757812,647.6699829101562,646.1699829101562,646.5560302734375,205256,316.8900146484375,317.2699890136719,316.71099853515625,316.760009765625,210635,234.72000122070312,235.19000244140625,234.64999389648438,235.04220581054688,563632,109.36000061035156,109.45999908447266,109.19000244140625,109.28990173339844,297170
2025-12-02 19:15:00+00:00,285.989990234375,286.1300048828125,285.4200134277344,285.625,589092,646.5,646.5,645.4400024414062,646.239990234375,181007,316.79998779296875,317.0,316.2799987792969,316.8843078613281,256036,235.02999877929688,235.1699981689453,234.80499267578125,234.9821014404297,372681,109.27999877929688,109.36499786376953,109.18000030517578,109.31999969482422,303452
2025-12-02 19:30:00+00:00,285.6000061035156,286.3800048828125,285.5801086425781,286.1300048828125,584320,646.0599975585938,647.3599243164062,646.0599975585938,646.4500122070312,162285,316.80999755859375,317.260009765625,316.2699890136719,316.30999755859375,197181,234.97999572753906,235.13819885253906,234.75999450683594,234.9199981689453,384522,109.31999969482422,109.4749984741211,109.2750015258789,109.44000244140625,4528330
2025-12-02 19:45:00+00:00,286.1400146484375,286.6499938964844,286.04998779296875,286.4081115722656,719185,646.3499755859375,646.9099731445312,645.5499877929688,646.5700073242188,136554,316.32000732421875,316.9100036621094,316.07708740234375,316.67498779296875,216967,234.9199981689453,235.36000061035156,234.75999450683594,235.2501983642578,507085,109.44499969482422,109.62999725341797,109.41999816894531,109.55500030517578,213454
2025-12-02 20:00:00+00:00,286.4100036621094,286.7799072265625,286.20001220703125,286.739990234375,10938970,646.72998046875,646.9400024414062,646.1400146484375,646.5,126122,316.67999267578125,316.8599853515625,316.05999755859375,316.0799865722656,173812,235.25999450683594,235.41000366210938,235.18499755859375,235.22999572753906,404768,109.55500030517578,109.5999984741211,109.38999938964844,109.45999908447266,325773
2025-12-02 20:15:00+00:00,286.75,286.82000732421875,286.10009765625,286.239990234375,617032,646.530029296875,647.1799926757812,646.0800170898438,647.0050048828125,183607,316.0773010253906,316.260009765625,315.739990234375,316.0,232039,235.24000549316406,235.5800018310547,235.0,235.5,645890,109.45999908447266,109.58000183105469,109.38999938964844,109.54000091552734,323124
2025-12-02 20:30:00+00:00,286.239990234375,286.4700012207031,286.1900939941406,286.42999267578125,971827,647.0399780273438,647.5,646.4600219726562,647.260009765625,245008,315.9599914550781,316.30999755859375,315.3299865722656,315.6099853515625,335993,235.5,235.64999389648438,234.64999389648438,234.66000366210938,792623,109.54499816894531,109.7300033569336,109.46499633789062,109.61499786376953,455899
2025-12-02 20:45:00+00:00,286.45001220703125,286.6099853515625,285.7099914550781,286.2300109863281,2160825,647.260009765625,647.8699951171875,646.260009765625,647.0900268554688,637692,315.6199951171875,316.2200012207031,315.30999755859375,316.07000732421875,851818,234.66000366210938,235.1199951171875,234.28500366210938,234.3699951171875,1926530,109.62000274658203,109.63999938964844,109.16000366210938,109.33499908447266,6005474
2025-12-03 14:30:00+00:00,286.20001220703125,288.6099853515625,285.8999938964844,287.7255859375,3576056,644.4099731445312,646.0999755859375,641.6118774414062,645.97998046875,638008,316.05999755859375,319.1600036621094,315.04998779296875,315.6600036621094,1646249,233.35000610351562,233.3800048828125,230.63999938964844,232.17999267578125,3888011,106.57499694824219,106.87000274658203,103.41000366210938,103.79000091552734,4708764
2025-12-03 14:45:00+00:00,287.70001220703125,288.1195068359375,286.989990234375,287.8500061035156,1292370,645.97998046875,647.9500122070312,645.02001953125,647.219970703125,367713,315.69500732421875,316.29998779296875,314.2799987792969,316.1199951171875,711768,232.16000366210938,232.16000366210938,231.0261993408203,232.0800018310547,1228773,103.79000091552734,103.83000183105469,102.76499938964844,103.0999984741211,2978465
2025-12-03 15:00:00+00:00,287.8450012207031,288.239990234375,287.3399963378906,287.7699890136719,1065178,647.114990234375,648.8499145507812,643.1199951171875,644.1300048828125,361569,316.05999755859375,318.2892150878906,315.9530029296875,317.4100036621094,739718,232.1199951171875,232.72250366210938,230.7100067138672,231.0399932861328,1297989,103.11000061035156,103.37999725341797,102.12000274658203,102.30999755859375,2363144
2025-12-03 15:15:00+00:00,287.7799987792969,287.8699951171875,287.29998779296875,287.34051513671875,693624,644.114990234375,645.1774291992188,642.75,643.4041748046875,223257,317.42498779296875,318.5,317.0799865722656,317.9150085449219,448303,231.05999755859375,231.6300048828125,230.8699951171875,231.39999389648438,916000,102.31500244140625,103.02999877929688,102.02999877929688,102.86499786376953,6712192
2025-12-03 15:30:00+00:00,287.32000732421875,287.5899963378906,286.19000244140625,286.239990234375,1269013,643.2750244140625,644.8399047851562,642.5499877929688,644.4456176757812,262038,317.8900146484375,319.7300109863281,317.4419860839844,319.6000061035156,528328,231.3800048828125,232.9499969482422,231.0,232.9199981689453,1285824,102.87000274658203,103.63990020751953,102.51000213623047,103.54000091552734,2308901
2025-12-03 15:45:00+00:00,286.260009765625,286.75201416015625,286.0299987792969,286.0400085449219,813629,644.469970703125,644.760009765625,643.3699951171875,643.8250122070312,261045,319.6199951171875,320.20001220703125,318.989990234375,319.5,887671,232.92999267578125,233.19000244140625,232.35000610351562,232.4199981689453,944998,103.54499816894531,103.73999786376953,103.22000122070312,103.2249984741211,1214220
2025-12-03 16:00:00+00:00,286.0199890136719,286.64990234375,285.75,286.4100036621094,890668,643.77001953125,644.344970703125,641.8200073242188,643.2050170898438,242083,319.4599914550781,320.44049072265625,319.1549987792969,319.2593994140625,818310,232.41000366210938,232.82000732421875,231.9600067138672,232.2220001220703,676513,103.2251968383789,103.44499969482422,102.8499984741211,103.08999633789062,938034
2025-12-03 16:15:00+00:00,286.4100036621094,286.739990234375,285.95001220703125,286.4100036621094,608283,643.2050170898438,644.1893920898438,642.4199829101562,642.5800170898438,179572,319.2900085449219,319.7668151855469,318.5199890136719,319.5350036621094,451812,232.2100067138672,232.58999633789062,231.8300018310547,232.18069458007812,665498,103.08999633789062,103.58999633789062,103.05999755859375,103.50499725341797,998756
2025-12-03 16:30:00+00:00,286.4200134277344,286.82000732421875,286.29998779296875,286.7240905761719,549148,642.5499877929688,643.64501953125,642.4949951171875,643.1699829101562,167110,319.510009765625,320.70001220703125,319.3949890136719,320.1000061035156,659929,232.2100067138672,232.7899932861328,232.00999450683594,232.6199951171875,602258,103.50499725341797,103.75,103.32499694824219,103.63500213623047,815528
2025-12-03 16:45:00+00:00,286.7099914550781,286.715087890625,285.6400146484375,285.8399963378906,614402,643.1412963867188,643.3699951171875,642.5900268554688,643.2899780273438,109503,320.0799865722656,320.64990234375,319.8699951171875,320.625,417272,232.64999389648438,232.65499877929688,231.84500122070312,232.1302032470703,469540,103.63999938964844,103.66999816894531,103.36499786376953,103.42350006103516,679534
2025-12-03 17:00:00+00:00,285.8299865722656,285.94000244140625,285.5,285.9140930175781,451175,643.239990234375,644.6300048828125,643.2100219726562,644.0449829101562,200510,320.6199951171875,321.25,320.4599914550781,320.8301086425781,530056,232.1322021484375,232.57330322265625,231.89999389648438,232.52000427246094,336034,103.43000030517578,103.47000122070312,103.27999877929688,103.37000274658203,547426
2025-12-03 17:15:00+00:00,285.9200134277344,286.4549865722656,285.85009765625,286.385009765625,512234,644.1300048828125,645.8300170898438,643.0999755859375,645.8233032226562,186739,320.8500061035156,320.8999938964844,320.2099914550781,320.67999267578125,293881,232.5050048828125,232.7100067138672,232.3249969482422,232.47000122070312,349270,103.37020111083984,103.83999633789062,103.20999908447266,103.80000305175781,753141
2025-12-03 17:30:00+00:00,286.3500061035156,286.44000244140625,285.7099914550781,285.9150085449219,416671,645.77001953125,645.9000244140625,644.8599853515625,645.1099853515625,95103,320.6099853515625,320.7699890136719,320.20001220703125,320.6011962890625,212864,232.47000122070312,232.5,232.11000061035156,232.13900756835938,368674,103.80000305175781,103.81999969482422,103.61000061035156,103.7249984741211,10139419
2025-12-03 17:45:00+00:00,285.92999267578125,286.1199951171875,285.7200012207031,285.8655090332031,405539,645.1099853515625,645.5847778320312,644.8309936523438,645.301513671875,80475,320.5899963378906,321.3299865722656,320.3699951171875,320.95001220703125,339906,232.13999938964844,232.36000061035156,231.96499633789062,232.2100067138672,412792,103.7249984741211,103.81999969482422,103.62999725341797,103.65499877929688,335805
2025-12-03 18:00:00+00:00,285.8800048828125,286.0899963378906,285.44000244140625,285.57000732421875,471434,645.3499755859375,645.9199829101562,644.826171875,645.1192016601562,136194,320.9700012207031,321.3399963378906,320.385009765625,321.3399963378906,274507,232.1999969482422,232.5800018310547,232.1999969482422,232.56019592285156,424622,103.66000366210938,103.66999816894531,103.3499984741211,103.55500030517578,652656
2025-12-03 18:15:00+00:00,285.57000732421875,285.8999938964844,285.3399963378906,285.6792907714844,833742,645.1500244140625,645.1699829101562,644.27001953125,644.7000122070312,96641,321.3634948730469,321.8320007324219,321.0205078125,321.5050048828125,289501,232.55999755859375,232.63499450683594,231.89999389648438,231.9600067138672,403244,103.55500030517578,103.7699966430664,103.47000122070312,103.56500244140625,678357
2025-12-03 18:30:00+00:00,285.67999267578125,285.9100036621094,285.635009765625,285.8900146484375,320806,644.614990234375,645.2899780273438,644.22998046875,645.2550048828125,103833,321.6199951171875,321.94000244140625,321.5899963378906,321.8846130371094,317031,231.97999572753906,232.12989807128906,231.8000030517578,232.11500549316406,417757,103.56999969482422,103.66449737548828,103.2300033569336,103.38999938964844,713569
2025-12-03 18:45:00+00:00,285.8999938964844,285.94000244140625,285.440185546875,285.4800109863281,328521,645.25,645.2999877929688,643.2999877929688,643.2999877929688,122420,321.875,321.9800109863281,321.5,321.6099853515625,250430,232.1199951171875,232.1999969482422,231.86000061035156,232.01629638671875,362050,103.3949966430664,103.5,103.08000183105469,103.10990142822266,648026
2025-12-03 19:00:00+00:00,285.4599914550781,285.6300048828125,285.1099853515625,285.3399963378906,444242,643.280029296875,644.510009765625,643.1838989257812,644.3099975585938,134076,321.5899963378906,322.0400085449219,321.3194885253906,321.3900146484375,334895,231.9949951171875,232.4250030517578,231.9600067138672,231.97999572753906,421079,103.0999984741211,103.3499984741211,103.08999633789062,103.23999786376953,689020
2025-12-03 19:15:00+00:00,285.3399963378906,285.5174865722656,284.8843078613281,285.2099914550781,525034,644.2999877929688,644.52001953125,643.77001953125,644.1849975585938,113861,321.3456115722656,321.42999267578125,320.82000732421875,320.8599853515625,255653,231.9821014404297,232.02049255371094,231.8000030517578,231.92489624023438,331890,103.23999786376953,103.41999816894531,103.0999984741211,103.39990234375,541572
2025-12-03 19:30:00+00:00,285.2300109863281,285.2499084472656,284.45001220703125,284.6400146484375,900693,644.239990234375,645.3200073242188,644.0,644.510009765625,155260,320.8599853515625,321.2250061035156,320.3915100097656,321.19500732421875,295724,231.9199981689453,231.94000244140625,231.72999572753906,231.9375,383316,103.3949966430664,104.05000305175781,103.33999633789062,103.69000244140625,1161336
2025-12-03 19:45:00+00:00,284.6300048828125,285.1000061035156,284.3699951171875,284.7698059082031,594352,644.530029296875,645.1500244140625,644.3499755859375,644.8049926757812,118117,321.2099914550781,321.6400146484375,321.0199890136719,321.4700012207031,175948,231.93499755859375,232.58999633789062,231.875,232.52000427246094,508596,103.70999908447266,104.0,103.61000061035156,103.9800033569336,760627
2025-12-03 20:00:00+00:00,284.760009765625,284.8299865722656,284.4599914550781,284.6300048828125,646691,644.8800048828125,645.010009765625,643.8800048828125,644.010009765625,145319,321.45001220703125,321.7699890136719,321.3100891113281,321.4100036621094,247645,232.55499267578125,232.64999389648438,232.27999877929688,232.5948028564453,524854,103.9800033569336,103.98500061035156,103.66000366210938,103.875,640655
2025-12-03 20:15:00+00:00,284.6199951171875,284.6929931640625,284.2749938964844,284.55499267578125,9016595,644.0900268554688,644.5899047851562,643.8900756835938,644.1181030273438,132725,321.4100036621094,321.79998779296875,321.2200012207031,321.7799987792969,242865,232.60000610351562,232.61500549316406,232.33999633789062,232.61000061035156,482514,103.87999725341797,104.30999755859375,103.83999633789062,104.18499755859375,1002342
2025-12-03 20:30:00+00:00,284.54998779296875,284.6099853515625,283.8900146484375,284.4800109863281,682536,644.0349731445312,644.27001953125,643.5499877929688,643.9849853515625,206962,321.739990234375,321.8070068359375,321.3999938964844,321.4150085449219,377515,232.60000610351562,232.76499938964844,232.52999877929688,232.73500061035156,597446,104.18000030517578,104.27999877929688,103.69999694824219,103.80500030517578,14847644
2025-12-03 20:45:00+00:00,284.4800109863281,284.70001220703125,283.5400085449219,284.1499938964844,2795077,643.969970703125,644.0,638.5999755859375,639.739990234375,1103782,321.43499755859375,321.510009765625,320.3699951171875,320.5400085449219,2254138,232.73919677734375,232.75,232.27000427246094,232.3699951171875,1977420,103.80500030517578,104.08000183105469,103.5999984741211,103.97000122070312,2470886
2025-12-04 14:30:00+00:00,284.1099853515625,284.7300109863281,282.3200988769531,282.7699890136719,2626537,666.4249877929688,668.0999755859375,661.2000122070312,662.5194091796875,6618206,321.010009765625,321.5400085449219,315.9599914550781,316.19000244140625,1992812,232.64500427246094,232.69000244140625,229.61000061035156,229.94500732421875,3004221,102.93000030517578,103.58000183105469,102.55999755859375,102.77490234375,4670829
2025-12-04 14:45:00+00:00,282.7699890136719,282.7699890136719,281.19500732421875,281.44000244140625,1474526,662.6741943359375,665.7899780273438,660.1099853515625,664.7150268554688,1468585,316.1700134277344,317.6000061035156,315.6000061035156,316.95001220703125,933650,229.89999389648438,229.89999389648438,228.61000061035156,228.93179321289062,2041116,102.7750015258789,103.63999938964844,102.26000213623047,103.0999984741211,2504328
2025-12-04 15:00:00+00:00,281.42999267578125,282.0,281.05999755859375,281.8699035644531,1114230,664.7000122070312,669.2000122070312,663.5599975585938,665.47802734375,1282781,316.92999267578125,318.19000244140625,316.5799865722656,318.05999755859375,740893,228.94000244140625,229.0800018310547,228.30999755859375,228.86000061035156,1621989,103.08999633789062,103.18000030517578,102.3499984741211,102.51850128173828,1540677
2025-12-04 15:15:00+00:00,281.82000732421875,282.0799865722656,280.2699890136719,281.2250061035156,1195550,665.4500122070312,666.8099975585938,662.030029296875,665.72998046875,690222,318.0220031738281,318.05999755859375,316.0,317.510009765625,723028,228.8699951171875,229.0500030517578,228.05999755859375,228.77499389648438,1221236,102.51699829101562,102.9800033569336,102.33000183105469,102.54000091552734,1258778
2025-12-04 15:30:00+00:00,281.2099914550781,281.6000061035156,281.125,281.3399963378906,782649,665.6500244140625,667.4000244140625,665.4644165039062,666.6199951171875,576104,317.44000244140625,317.67999267578125,316.8800048828125,317.67950439453125,302672,228.75999450683594,228.87840270996094,228.55999755859375,228.68499755859375,1621589,102.53500366210938,102.75910186767578,102.41000366210938,102.7051010131836,1228618
2025-12-04 15:45:00+00:00,281.3399963378906,281.54998779296875,280.44000244140625,280.7699890136719,803815,666.6300048828125,667.5900268554688,663.3699951171875,663.5590209960938,554311,317.69000244140625,317.7799987792969,316.96881103515625,317.1300048828125,288964,228.67410278320312,228.75,227.52999877929688,227.55999755859375,1886818,102.70999908447266,102.83999633789062,102.47000122070312,102.54000091552734,2160554
2025-12-04 16:00:00+00:00,280.7799987792969,281.0,280.1400146484375,280.3500061035156,679915,663.52001953125,664.9199829101562,662.0800170898438,663.909912109375,932507,317.0920104980469,317.2900085449219,315.9549865722656,316.6199951171875,357828,227.57000732421875,227.70989990234375,226.8000030517578,227.17999267578125,1714159,102.54000091552734,102.63999938964844,102.16000366210938,102.1801986694336,1160628
2025-12-04 16:15:00+00:00,280.3299865722656,280.5450134277344,279.80999755859375,280.2799987792969,719982,663.7899780273438,666.4351806640625,663.5,664.8499755859375,469422,316.5899963378906,316.9599914550781,316.2099914550781,316.80999755859375,227786,227.17999267578125,227.9351043701172,227.0500030517578,227.89999389648438,1192514,102.18000030517578,102.41999816894531,102.06999969482422,102.12000274658203,1161767
2025-12-04 16:30:00+00:00,280.2850036621094,280.7699890136719,280.1400146484375,280.239990234375,651620,664.739990234375,666.5700073242188,664.4600219726562,665.5599975585938,298778,316.7699890136719,317.29998779296875,316.6300048828125,316.8374938964844,305907,227.8636016845703,227.9499969482422,227.35000610351562,227.65750122070312,908017,102.11499786376953,102.19000244140625,101.7699966430664,102.05000305175781,1387552
2025-12-04 16:45:00+00:00,280.25,280.9335021972656,280.25,280.3428955078125,537745,665.5599975585938,666.8099975585938,664.7000122070312,666.3300170898438,398957,316.82501220703125,317.67999267578125,316.7489929199219,317.44000244140625,319019,227.66000366210938,227.9600067138672,227.42999267578125,227.44000244140625,870645,102.05500030517578,102.48999786376953,102.0,102.33000183105469,1160516
2025-12-04 17:00:00+00:00,280.3299865722656,280.739990234375,280.0199890136719,280.27569580078125,583009,666.27001953125,668.8800048828125,665.8699951171875,668.5748901367188,491675,317.4100036621094,317.6600036621094,317.0799865722656,317.5350036621094,189392,227.44000244140625,227.86000061035156,227.38999938964844,227.80999755859375,848243,102.32499694824219,102.54000091552734,102.22000122070312,102.26519775390625,842308
2025-12-04 17:15:00+00:00,280.28448486328125,280.30999755859375,279.93780517578125,280.114990234375,513020,668.5819702148438,669.6699829101562,667.8400268554688,668.1900024414062,418735,317.54998779296875,317.7040100097656,317.03009033203125,317.06500244140625,188716,227.82000732421875,227.8300018310547,227.1300048828125,227.1699981689453,777707,102.26000213623047,102.4000015258789,102.04000091552734,102.27999877929688,774100
2025-12-04 17:30:00+00:00,280.1300048828125,280.3399963378906,279.80999755859375,280.0692138671875,524805,668.2050170898438,668.3400268554688,664.8300170898438,665.4000244140625,410625,317.0775146484375,317.1300048828125,316.4800109863281,317.110107421875,166225,227.1999969482422,227.8300018310547,227.11000061035156,227.77999877929688,819882,102.28500366210938,102.56999969482422,102.20999908447266,102.37000274658203,632741
2025-12-04 17:45:00+00:00,280.0899963378906,280.4866943359375,280.0299987792969,280.3196105957031,395214,665.3699951171875,665.510009765625,663.4000244140625,664.9249877929688,294986,317.125,318.3900146484375,317.1099853515625,318.3699951171875,226372,227.7899932861328,228.18099975585938,227.7790069580078,227.93260192871094,751376,102.3550033569336,102.6500015258789,102.3550033569336,102.41999816894531,837382
2025-12-04 18:00:00+00:00,280.29998779296875,280.31988525390625,279.6400146484375,279.9100036621094,449173,664.8900146484375,665.0599975585938,661.8699951171875,663.5499877929688,387386,318.3909912109375,318.6549987792969,317.5799865722656,317.7799987792969,335494,227.94000244140625,228.2100067138672,227.79029846191406,228.17999267578125,687187,102.43000030517578,102.88999938964844,102.30000305175781,102.83000183105469,794288
2025-12-04 18:15:00+00:00,279.9100036621094,280.1400146484375,279.80999755859375,280.0050048828125,437037,663.4901123046875,664.969970703125,663.0499877929688,664.7650146484375,214694,317.7900085449219,318.07000732421875,317.40008544921875,317.68499755859375,153949,228.2100067138672,228.3699951171875,227.97000122070312,228.3000030517578,706043,102.81999969482422,103.11000061035156,102.7699966430664,102.96890258789062,889466
2025-12-04 18:30:00+00:00,279.989990234375,280.1000061035156,279.6000061035156,279.80999755859375,543114,664.7100219726562,665.489990234375,664.3800048828125,665.1199951171875,217316,317.6000061035156,318.1499938964844,317.6000061035156,317.79998779296875,204462,228.2899932861328,228.5500030517578,228.2550048828125,228.3699951171875,809891,102.96499633789062,103.18000030517578,102.94000244140625,103.11509704589844,623016
2025-12-04 18:45:00+00:00,279.82000732421875,280.0299987792969,279.3800048828125,279.3800048828125,596801,665.1199951171875,665.2000122070312,664.02001953125,664.780029296875,160124,317.80999755859375,317.989990234375,317.556396484375,317.75,144160,228.3699951171875,228.81500244140625,228.19000244140625,228.72999572753906,569671,103.11000061035156,103.18000030517578,102.95999908447266,103.0250015258789,583805
2025-12-04 19:00:00+00:00,279.3800048828125,279.57000732421875,279.1099853515625,279.4200134277344,709035,664.7564697265625,664.8499755859375,663.4099731445312,664.280029296875,237841,317.760986328125,318.07000732421875,317.5,317.8599853515625,181026,228.73260498046875,228.9600067138672,228.50999450683594,228.72999572753906,632533,103.0199966430664,103.23999786376953,102.93000030517578,103.0250015258789,595144
2025-12-04 19:15:00+00:00,279.4200134277344,279.45001220703125,278.5899963378906,278.8599853515625,725536,664.2100219726562,664.739990234375,662.260009765625,662.7999267578125,263811,317.85009765625,317.8550109863281,316.7300109863281,317.281005859375,276144,228.6999969482422,228.92999267578125,227.89500427246094,228.30999755859375,880741,103.0250015258789,103.29000091552734,102.80999755859375,103.06500244140625,12186444
